trip_id,trip_pois
BRT_Sun_0,"[('Sunway Lagoon', 1032.7515305556676), ('Sunway Lagoon', 489.48202659259766), ('Sunway Lagoon', 839.8106942085848), ('Sunway Lagoon', 1233.4555787929803), ('Sunway Lagoon', 1679.8300051880226), ('Sunway Lagoon', 486.05780920167797)]"
BRT_Sun_1,"[('Sunway Lagoon', 1032.7515305556676), ('Sunway Lagoon', 489.48202659259766), ('Sunway Lagoon', 839.8106942085848), ('Sunway Lagoon', 1233.4555787929803), ('Sunway Lagoon', 1679.8300051880226), ('Sunway Lagoon', 486.05780920167797)]"
KGL_MonFri_0,"[('KL Forest Eco Park', 1111.8764744864407), ('Changkat Bukit Bintang', 332.1453765235676), ('TRX Exchange Tower', 1761.1467485374314), ('Menara 106', 425.5021802183805), ('Sultan Abdul Samad Building', 1318.0785549204068), ('Lake Gardens', 728.4433956877057), ('Menara Kuala Lumpur', 1048.0406778983383), ('Lake Gardens', 1659.3139798291947), ('KL Forest Eco Park', 998.64196123324), ('KL Forest Eco Park', 1199.442311288068), ('KLCC Twin Towers', 1263.7049323482665), ('Berjaya Times Square', 1493.6074759516237), ('Menara 106', 1033.7703597628577), ('Menara 106', 1727.9627931942766), ('Dataran Merdeka', 1995.615557336593), ('Petaling Street', 1731.2055719290672), ('Pavilion Kuala Lumpur', 1173.268835902889), ('Muzium Negara', 1795.918169281071), ('KidZania Kuala Lumpur', 1245.4791837166858), ('Menara Kuala Lumpur', 1486.0317737546334), ('National Mosque', 264.6777379929826), ('Central Market', 1814.5791044957248), ('Changkat Bukit Bintang', 864.2251087401903), ('Changkat Bukit Bintang', 1477.012525102819), ('Berjaya Times Square', 492.71444672436286), ('Petaling Street', 1205.966783217021), ('Pavilion Kuala Lumpur', 1426.7174614463213), ('Central Market', 878.9149934833113), ('Sultan Abdul Samad Building', 1942.4129865869909), ('KLCC Twin Towers', 1918.3539650009761), ('Sultan Abdul Samad Building', 1130.1507461612334), ('Berjaya Times Square', 1240.0717204046312), ('National Mosque', 802.7570041365975), ('Dataran Merdeka', 593.3916712315513), ('TRX Exchange Tower', 1403.2850283398943), ('Berjaya Times Square', 1884.6987405180666), ('Istana Negara', 1412.392482839771), ('National Mosque', 955.2064911125668), ('Berjaya Times Square', 774.7432777390833), ('Menara 106', 1965.8431964207157), ('Dataran Merdeka', 1149.5182055136565), ('Muzium Negara', 1151.7173830781685), ('Petaling Street', 244.1198136334416), ('Sultan Abdul Samad Building', 619.7820353117777), ('Muzium Negara', 84.40275960168533), ('Menara Kuala Lumpur', 1215.1909860982053), ('Aquaria KLCC', 1228.2131373880454), ('Changkat Bukit Bintang', 1443.6309348349864), ('Istana Negara', 372.462135921209), ('Menara 106', 1085.9045956777884), ('Central Market', 303.83104594626474), ('Dataran Merdeka', 1242.0985080379025), ('KidZania Kuala Lumpur', 946.9023382462293), ('Central Market', 1171.7917529890985), ('Aquaria KLCC', 1873.776006467957), ('Petaling Street', 779.9933032466597), ('Pavilion Kuala Lumpur', 378.6316024697115)]"
KGL_MonFri_1,"[('KL Forest Eco Park', 1111.8764744864407), ('Changkat Bukit Bintang', 332.1453765235676), ('TRX Exchange Tower', 1761.1467485374314), ('Menara 106', 425.5021802183805), ('Sultan Abdul Samad Building', 1318.0785549204068), ('Lake Gardens', 728.4433956877057), ('Menara Kuala Lumpur', 1048.0406778983383), ('KLCC Twin Towers', 1263.7049323482665), ('KL Forest Eco Park', 998.64196123324), ('KL Forest Eco Park', 1199.442311288068), ('Lake Gardens', 1659.3139798291947), ('Berjaya Times Square', 1493.6074759516237), ('Menara 106', 1033.7703597628577), ('Menara 106', 1727.9627931942766), ('Dataran Merdeka', 1995.615557336593), ('Pavilion Kuala Lumpur', 1173.268835902889), ('Petaling Street', 1731.2055719290672), ('Muzium Negara', 1795.918169281071), ('KidZania Kuala Lumpur', 1245.4791837166858), ('Menara Kuala Lumpur', 1486.0317737546334), ('National Mosque', 264.6777379929826), ('Central Market', 1814.5791044957248), ('Changkat Bukit Bintang', 864.2251087401903), ('Changkat Bukit Bintang', 1477.012525102819), ('Berjaya Times Square', 492.71444672436286), ('Sultan Abdul Samad Building', 1942.4129865869909), ('Pavilion Kuala Lumpur', 1426.7174614463213), ('KLCC Twin Towers', 1918.3539650009761), ('Central Market', 878.9149934833113), ('Petaling Street', 1205.966783217021), ('Sultan Abdul Samad Building', 1130.1507461612334), ('Berjaya Times Square', 1240.0717204046312), ('National Mosque', 802.7570041365975), ('TRX Exchange Tower', 1403.2850283398943), ('Dataran Merdeka', 593.3916712315513), ('Berjaya Times Square', 1884.6987405180666), ('Istana Negara', 1412.392482839771), ('National Mosque', 955.2064911125668), ('Berjaya Times Square', 774.7432777390833), ('Menara 106', 1965.8431964207157), ('Dataran Merdeka', 1149.5182055136565), ('Muzium Negara', 1151.7173830781685), ('Petaling Street', 244.1198136334416), ('Sultan Abdul Samad Building', 619.7820353117777), ('Aquaria KLCC', 1228.2131373880454), ('Changkat Bukit Bintang', 1443.6309348349864), ('Menara Kuala Lumpur', 1215.1909860982053), ('Muzium Negara', 84.40275960168533), ('Istana Negara', 372.462135921209), ('Menara 106', 1085.9045956777884), ('Central Market', 303.83104594626474), ('Dataran Merdeka', 1242.0985080379025), ('KidZania Kuala Lumpur', 946.9023382462293), ('Central Market', 1171.7917529890985), ('Aquaria KLCC', 1873.776006467957), ('Petaling Street', 779.9933032466597), ('Pavilion Kuala Lumpur', 378.6316024697115)]"
KGL_Sat_0,"[('KL Forest Eco Park', 1111.8764744864407), ('Changkat Bukit Bintang', 332.1453765235676), ('TRX Exchange Tower', 1761.1467485374314), ('Menara 106', 425.5021802183805), ('Sultan Abdul Samad Building', 1318.0785549204068), ('Lake Gardens', 728.4433956877057), ('Menara Kuala Lumpur', 1048.0406778983383), ('Lake Gardens', 1659.3139798291947), ('KL Forest Eco Park', 998.64196123324), ('KL Forest Eco Park', 1199.442311288068), ('KLCC Twin Towers', 1263.7049323482665), ('Berjaya Times Square', 1493.6074759516237), ('Menara 106', 1033.7703597628577), ('Menara 106', 1727.9627931942766), ('Dataran Merdeka', 1995.615557336593), ('Petaling Street', 1731.2055719290672), ('Pavilion Kuala Lumpur', 1173.268835902889), ('Muzium Negara', 1795.918169281071), ('KidZania Kuala Lumpur', 1245.4791837166858), ('Menara Kuala Lumpur', 1486.0317737546334), ('National Mosque', 264.6777379929826), ('Central Market', 1814.5791044957248), ('Changkat Bukit Bintang', 864.2251087401903), ('Changkat Bukit Bintang', 1477.012525102819), ('Berjaya Times Square', 492.71444672436286), ('Petaling Street', 1205.966783217021), ('Pavilion Kuala Lumpur', 1426.7174614463213), ('Central Market', 878.9149934833113), ('Sultan Abdul Samad Building', 1942.4129865869909), ('KLCC Twin Towers', 1918.3539650009761), ('Sultan Abdul Samad Building', 1130.1507461612334), ('Berjaya Times Square', 1240.0717204046312), ('National Mosque', 802.7570041365975), ('Dataran Merdeka', 593.3916712315513), ('TRX Exchange Tower', 1403.2850283398943), ('Berjaya Times Square', 1884.6987405180666), ('Istana Negara', 1412.392482839771), ('National Mosque', 955.2064911125668), ('Berjaya Times Square', 774.7432777390833), ('Menara 106', 1965.8431964207157), ('Dataran Merdeka', 1149.5182055136565), ('Muzium Negara', 1151.7173830781685), ('Petaling Street', 244.1198136334416), ('Sultan Abdul Samad Building', 619.7820353117777), ('Muzium Negara', 84.40275960168533), ('Menara Kuala Lumpur', 1215.1909860982053), ('Aquaria KLCC', 1228.2131373880454), ('Changkat Bukit Bintang', 1443.6309348349864), ('Istana Negara', 372.462135921209), ('Menara 106', 1085.9045956777884), ('Central Market', 303.83104594626474), ('Dataran Merdeka', 1242.0985080379025), ('KidZania Kuala Lumpur', 946.9023382462293), ('Central Market', 1171.7917529890985), ('Aquaria KLCC', 1873.776006467957), ('Petaling Street', 779.9933032466597), ('Pavilion Kuala Lumpur', 378.6316024697115)]"
KGL_Sat_1,"[('KL Forest Eco Park', 1111.8764744864407), ('Changkat Bukit Bintang', 332.1453765235676), ('TRX Exchange Tower', 1761.1467485374314), ('Menara 106', 425.5021802183805), ('Sultan Abdul Samad Building', 1318.0785549204068), ('Lake Gardens', 728.4433956877057), ('Menara Kuala Lumpur', 1048.0406778983383), ('KLCC Twin Towers', 1263.7049323482665), ('KL Forest Eco Park', 998.64196123324), ('KL Forest Eco Park', 1199.442311288068), ('Lake Gardens', 1659.3139798291947), ('Berjaya Times Square', 1493.6074759516237), ('Menara 106', 1033.7703597628577), ('Menara 106', 1727.9627931942766), ('Dataran Merdeka', 1995.615557336593), ('Pavilion Kuala Lumpur', 1173.268835902889), ('Petaling Street', 1731.2055719290672), ('Muzium Negara', 1795.918169281071), ('KidZania Kuala Lumpur', 1245.4791837166858), ('Menara Kuala Lumpur', 1486.0317737546334), ('National Mosque', 264.6777379929826), ('Central Market', 1814.5791044957248), ('Changkat Bukit Bintang', 864.2251087401903), ('Changkat Bukit Bintang', 1477.012525102819), ('Berjaya Times Square', 492.71444672436286), ('Sultan Abdul Samad Building', 1942.4129865869909), ('Pavilion Kuala Lumpur', 1426.7174614463213), ('KLCC Twin Towers', 1918.3539650009761), ('Central Market', 878.9149934833113), ('Petaling Street', 1205.966783217021), ('Sultan Abdul Samad Building', 1130.1507461612334), ('Berjaya Times Square', 1240.0717204046312), ('National Mosque', 802.7570041365975), ('TRX Exchange Tower', 1403.2850283398943), ('Dataran Merdeka', 593.3916712315513), ('Berjaya Times Square', 1884.6987405180666), ('Istana Negara', 1412.392482839771), ('National Mosque', 955.2064911125668), ('Berjaya Times Square', 774.7432777390833), ('Menara 106', 1965.8431964207157), ('Dataran Merdeka', 1149.5182055136565), ('Muzium Negara', 1151.7173830781685), ('Petaling Street', 244.1198136334416), ('Sultan Abdul Samad Building', 619.7820353117777), ('Aquaria KLCC', 1228.2131373880454), ('Changkat Bukit Bintang', 1443.6309348349864), ('Menara Kuala Lumpur', 1215.1909860982053), ('Muzium Negara', 84.40275960168533), ('Istana Negara', 372.462135921209), ('Menara 106', 1085.9045956777884), ('Central Market', 303.83104594626474), ('Dataran Merdeka', 1242.0985080379025), ('KidZania Kuala Lumpur', 946.9023382462293), ('Central Market', 1171.7917529890985), ('Aquaria KLCC', 1873.776006467957), ('Petaling Street', 779.9933032466597), ('Pavilion Kuala Lumpur', 378.6316024697115)]"
KGL_Sun_0,"[('KL Forest Eco Park', 1111.8764744864407), ('Changkat Bukit Bintang', 332.1453765235676), ('TRX Exchange Tower', 1761.1467485374314), ('Menara 106', 425.5021802183805), ('Sultan Abdul Samad Building', 1318.0785549204068), ('Lake Gardens', 728.4433956877057), ('Menara Kuala Lumpur', 1048.0406778983383), ('Lake Gardens', 1659.3139798291947), ('KL Forest Eco Park', 998.64196123324), ('KL Forest Eco Park', 1199.442311288068), ('KLCC Twin Towers', 1263.7049323482665), ('Berjaya Times Square', 1493.6074759516237), ('Menara 106', 1033.7703597628577), ('Menara 106', 1727.9627931942766), ('Dataran Merdeka', 1995.615557336593), ('Petaling Street', 1731.2055719290672), ('Pavilion Kuala Lumpur', 1173.268835902889), ('Muzium Negara', 1795.918169281071), ('KidZania Kuala Lumpur', 1245.4791837166858), ('Menara Kuala Lumpur', 1486.0317737546334), ('National Mosque', 264.6777379929826), ('Central Market', 1814.5791044957248), ('Changkat Bukit Bintang', 864.2251087401903), ('Changkat Bukit Bintang', 1477.012525102819), ('Berjaya Times Square', 492.71444672436286), ('Petaling Street', 1205.966783217021), ('Pavilion Kuala Lumpur', 1426.7174614463213), ('Central Market', 878.9149934833113), ('Sultan Abdul Samad Building', 1942.4129865869909), ('KLCC Twin Towers', 1918.3539650009761), ('Sultan Abdul Samad Building', 1130.1507461612334), ('Berjaya Times Square', 1240.0717204046312), ('National Mosque', 802.7570041365975), ('Dataran Merdeka', 593.3916712315513), ('TRX Exchange Tower', 1403.2850283398943), ('Berjaya Times Square', 1884.6987405180666), ('Istana Negara', 1412.392482839771), ('National Mosque', 955.2064911125668), ('Berjaya Times Square', 774.7432777390833), ('Menara 106', 1965.8431964207157), ('Dataran Merdeka', 1149.5182055136565), ('Muzium Negara', 1151.7173830781685), ('Petaling Street', 244.1198136334416), ('Sultan Abdul Samad Building', 619.7820353117777), ('Muzium Negara', 84.40275960168533), ('Menara Kuala Lumpur', 1215.1909860982053), ('Aquaria KLCC', 1228.2131373880454), ('Changkat Bukit Bintang', 1443.6309348349864), ('Istana Negara', 372.462135921209), ('Menara 106', 1085.9045956777884), ('Central Market', 303.83104594626474), ('Dataran Merdeka', 1242.0985080379025), ('KidZania Kuala Lumpur', 946.9023382462293), ('Central Market', 1171.7917529890985), ('Aquaria KLCC', 1873.776006467957), ('Petaling Street', 779.9933032466597), ('Pavilion Kuala Lumpur', 378.6316024697115)]"
KGL_Sun_1,"[('KL Forest Eco Park', 1111.8764744864407), ('Changkat Bukit Bintang', 332.1453765235676), ('TRX Exchange Tower', 1761.1467485374314), ('Menara 106', 425.5021802183805), ('Sultan Abdul Samad Building', 1318.0785549204068), ('Lake Gardens', 728.4433956877057), ('Menara Kuala Lumpur', 1048.0406778983383), ('KLCC Twin Towers', 1263.7049323482665), ('KL Forest Eco Park', 998.64196123324), ('KL Forest Eco Park', 1199.442311288068), ('Lake Gardens', 1659.3139798291947), ('Berjaya Times Square', 1493.6074759516237), ('Menara 106', 1033.7703597628577), ('Menara 106', 1727.9627931942766), ('Dataran Merdeka', 1995.615557336593), ('Pavilion Kuala Lumpur', 1173.268835902889), ('Petaling Street', 1731.2055719290672), ('Muzium Negara', 1795.918169281071), ('KidZania Kuala Lumpur', 1245.4791837166858), ('Menara Kuala Lumpur', 1486.0317737546334), ('National Mosque', 264.6777379929826), ('Central Market', 1814.5791044957248), ('Changkat Bukit Bintang', 864.2251087401903), ('Changkat Bukit Bintang', 1477.012525102819), ('Berjaya Times Square', 492.71444672436286), ('Sultan Abdul Samad Building', 1942.4129865869909), ('Pavilion Kuala Lumpur', 1426.7174614463213), ('KLCC Twin Towers', 1918.3539650009761), ('Central Market', 878.9149934833113), ('Petaling Street', 1205.966783217021), ('Sultan Abdul Samad Building', 1130.1507461612334), ('Berjaya Times Square', 1240.0717204046312), ('National Mosque', 802.7570041365975), ('TRX Exchange Tower', 1403.2850283398943), ('Dataran Merdeka', 593.3916712315513), ('Berjaya Times Square', 1884.6987405180666), ('Istana Negara', 1412.392482839771), ('National Mosque', 955.2064911125668), ('Berjaya Times Square', 774.7432777390833), ('Menara 106', 1965.8431964207157), ('Dataran Merdeka', 1149.5182055136565), ('Muzium Negara', 1151.7173830781685), ('Petaling Street', 244.1198136334416), ('Sultan Abdul Samad Building', 619.7820353117777), ('Aquaria KLCC', 1228.2131373880454), ('Changkat Bukit Bintang', 1443.6309348349864), ('Menara Kuala Lumpur', 1215.1909860982053), ('Muzium Negara', 84.40275960168533), ('Istana Negara', 372.462135921209), ('Menara 106', 1085.9045956777884), ('Central Market', 303.83104594626474), ('Dataran Merdeka', 1242.0985080379025), ('KidZania Kuala Lumpur', 946.9023382462293), ('Central Market', 1171.7917529890985), ('Aquaria KLCC', 1873.776006467957), ('Petaling Street', 779.9933032466597), ('Pavilion Kuala Lumpur', 378.6316024697115)]"
KJL_MonFri_0,"[('Titiwangsa Lake Gardens', 1899.6154653516342), ('Berjaya Times Square', 1777.641241253966), ('TRX Exchange Tower', 356.2119165789574), ('National Mosque', 1988.9942286062235), ('Changkat Bukit Bintang', 1278.9506406537687), ('Petaling Street', 594.7910068265784), ('KLCC Twin Towers', 1536.5845759363765), ('Lake Gardens', 1280.1660133254184), ('KLCC Twin Towers', 162.5729037450485), ('TRX Exchange Tower', 1165.1228973556658), ('Central Market', 1491.6857351517076), ('Aquaria KLCC', 181.19353725300414), ('National Mosque', 1021.3018742792403), ('Aquaria KLCC', 771.2304122290471), ('Menara Kuala Lumpur', 858.2684481836435), ('Aquaria KLCC', 783.2915298856279), ('Petaling Street', 1552.6844816330274), ('Menara Kuala Lumpur', 1491.3960962376648), ('Menara 106', 1117.6758073264543), ('Changkat Bukit Bintang', 1287.2785636975896), ('Sultan Abdul Samad Building', 594.6979108381206), ('KL Forest Eco Park', 1257.4954565329706), ('TRX Exchange Tower', 1142.8402650612493), ('Aquaria KLCC', 1535.8915253782968), ('Pavilion Kuala Lumpur', 1414.865324337061), ('TRX Exchange Tower', 375.0200645570488), ('Aquaria KLCC', 1171.4972128481481), ('KL Forest Eco Park', 657.0581953745215), ('Menara Kuala Lumpur', 505.52703094326324), ('Berjaya Times Square', 1521.7025174713344), ('Sultan Abdul Samad Building', 442.38781777497684), ('National Mosque', 249.79826045868938), ('Pavilion Kuala Lumpur', 1453.6076102186205), ('TRX Exchange Tower', 1881.3126728994487), ('Menara 106', 1966.8107262799792), ('Dataran Merdeka', 1580.504290172664), ('Changkat Bukit Bintang', 1444.6695424173588), ('Muzium Negara', 278.75681276083776), ('KLCC Twin Towers', 1152.0243517664885), ('Istana Negara', 1393.6055860149518), ('Changkat Bukit Bintang', 1497.985984753359), ('KL Forest Eco Park', 1530.96019900296), ('Muzium Negara', 1334.5689090393344), ('National Mosque', 1093.1759770994472), ('Changkat Bukit Bintang', 1598.2766441352942), ('Central Market', 280.45116934255026), ('Menara Kuala Lumpur', 1854.3696440415354), ('Menara 106', 1452.0144577498156), ('Muzium Negara', 1808.813182446308), ('Sultan Abdul Samad Building', 1655.7042964805219), ('KL Forest Eco Park', 593.6095311846465), ('KL Forest Eco Park', 1203.7917456551359), ('KLCC Twin Towers', 1942.1326316461107), ('Menara Kuala Lumpur', 1244.5336642779332), ('Aquaria KLCC', 1944.4176783142273), ('Istana Negara', 379.3925203843415), ('Dataran Merdeka', 1484.5156216970531), ('Pavilion Kuala Lumpur', 1355.2285169728982), ('Central Market', 1557.8773249383007), ('Berjaya Times Square', 1571.8550746293413), ('KLCC Twin Towers', 780.0664196941389), ('Lake Gardens', 1635.431159684325), ('KLCC Twin Towers', 743.7466661110499), ('Petaling Street', 1516.4157752355202), ('Central Market', 581.920663440232), ('Dataran Merdeka', 565.9424209975105), ('Thean Hou Temple', 1878.8886163733562), ('Titiwangsa Lake Gardens', 1959.749365895533), ('Changkat Bukit Bintang', 1879.4744196712331), ('Thean Hou Temple', 1662.174149785226), ('Menara Kuala Lumpur', 995.9909123240659), ('Muzium Negara', 1136.2451400009897), ('Berjaya Times Square', 1878.7758604755127), ('Istana Negara', 1176.623472377797), ('Dataran Merdeka', 519.5003400046335), ('Titiwangsa Lake Gardens', 1424.6305634688515), ('Lake Gardens', 772.6748478002362), ('Pavilion Kuala Lumpur', 1036.9399212741343), ('Petaling Street', 228.87690467866332), ('Thean Hou Temple', 1479.0978031477202), ('Pavilion Kuala Lumpur', 1732.3569180241013), ('Sultan Abdul Samad Building', 1406.229845454948), ('TRX Exchange Tower', 1617.9491333725755)]"
KJL_MonFri_1,"[('Titiwangsa Lake Gardens', 1899.6154653516342), ('Berjaya Times Square', 1777.641241253966), ('TRX Exchange Tower', 356.2119165789574), ('National Mosque', 1988.9942286062235), ('Changkat Bukit Bintang', 1278.9506406537687), ('Petaling Street', 594.7910068265784), ('KLCC Twin Towers', 1536.5845759363765), ('Lake Gardens', 1280.1660133254184), ('KLCC Twin Towers', 162.5729037450485), ('TRX Exchange Tower', 1165.1228973556658), ('Central Market', 1491.6857351517076), ('Aquaria KLCC', 181.19353725300414), ('National Mosque', 1021.3018742792403), ('Aquaria KLCC', 771.2304122290471), ('Aquaria KLCC', 783.2915298856279), ('Menara Kuala Lumpur', 858.2684481836435), ('Petaling Street', 1552.6844816330274), ('Menara Kuala Lumpur', 1491.3960962376648), ('Menara 106', 1117.6758073264543), ('Sultan Abdul Samad Building', 594.6979108381206), ('Changkat Bukit Bintang', 1287.2785636975896), ('KL Forest Eco Park', 1257.4954565329706), ('TRX Exchange Tower', 1142.8402650612493), ('Aquaria KLCC', 1535.8915253782968), ('Pavilion Kuala Lumpur', 1414.865324337061), ('TRX Exchange Tower', 375.0200645570488), ('Aquaria KLCC', 1171.4972128481481), ('KL Forest Eco Park', 657.0581953745215), ('Menara Kuala Lumpur', 505.52703094326324), ('Berjaya Times Square', 1521.7025174713344), ('Sultan Abdul Samad Building', 442.38781777497684), ('National Mosque', 249.79826045868938), ('Pavilion Kuala Lumpur', 1453.6076102186205), ('TRX Exchange Tower', 1881.3126728994487), ('Menara 106', 1966.8107262799792), ('Dataran Merdeka', 1580.504290172664), ('Changkat Bukit Bintang', 1444.6695424173588), ('Muzium Negara', 278.75681276083776), ('KLCC Twin Towers', 1152.0243517664885), ('Istana Negara', 1393.6055860149518), ('Changkat Bukit Bintang', 1497.985984753359), ('KL Forest Eco Park', 1530.96019900296), ('Muzium Negara', 1334.5689090393344), ('National Mosque', 1093.1759770994472), ('Changkat Bukit Bintang', 1598.2766441352942), ('Menara Kuala Lumpur', 1854.3696440415354), ('Central Market', 280.45116934255026), ('Menara 106', 1452.0144577498156), ('Muzium Negara', 1808.813182446308), ('Sultan Abdul Samad Building', 1655.7042964805219), ('KL Forest Eco Park', 593.6095311846465), ('KL Forest Eco Park', 1203.7917456551359), ('KLCC Twin Towers', 1942.1326316461107), ('Menara Kuala Lumpur', 1244.5336642779332), ('Aquaria KLCC', 1944.4176783142273), ('Istana Negara', 379.3925203843415), ('Dataran Merdeka', 1484.5156216970531), ('Pavilion Kuala Lumpur', 1355.2285169728982), ('Central Market', 1557.8773249383007), ('Berjaya Times Square', 1571.8550746293413), ('KLCC Twin Towers', 780.0664196941389), ('Lake Gardens', 1635.431159684325), ('KLCC Twin Towers', 743.7466661110499), ('Central Market', 581.920663440232), ('Petaling Street', 1516.4157752355202), ('Dataran Merdeka', 565.9424209975105), ('Thean Hou Temple', 1878.8886163733562), ('Titiwangsa Lake Gardens', 1959.749365895533), ('Changkat Bukit Bintang', 1879.4744196712331), ('Menara Kuala Lumpur', 995.9909123240659), ('Thean Hou Temple', 1662.174149785226), ('Muzium Negara', 1136.2451400009897), ('Berjaya Times Square', 1878.7758604755127), ('Istana Negara', 1176.623472377797), ('Dataran Merdeka', 519.5003400046335), ('Titiwangsa Lake Gardens', 1424.6305634688515), ('Lake Gardens', 772.6748478002362), ('Pavilion Kuala Lumpur', 1036.9399212741343), ('Petaling Street', 228.87690467866332), ('Thean Hou Temple', 1479.0978031477202), ('Pavilion Kuala Lumpur', 1732.3569180241013), ('Sultan Abdul Samad Building', 1406.229845454948), ('TRX Exchange Tower', 1617.9491333725755)]"
KJL_Sat_0,"[('Titiwangsa Lake Gardens', 1899.6154653516342), ('Berjaya Times Square', 1777.641241253966), ('TRX Exchange Tower', 356.2119165789574), ('National Mosque', 1988.9942286062235), ('Changkat Bukit Bintang', 1278.9506406537687), ('Petaling Street', 594.7910068265784), ('KLCC Twin Towers', 1536.5845759363765), ('Lake Gardens', 1280.1660133254184), ('KLCC Twin Towers', 162.5729037450485), ('TRX Exchange Tower', 1165.1228973556658), ('Central Market', 1491.6857351517076), ('Aquaria KLCC', 181.19353725300414), ('National Mosque', 1021.3018742792403), ('Aquaria KLCC', 771.2304122290471), ('Menara Kuala Lumpur', 858.2684481836435), ('Aquaria KLCC', 783.2915298856279), ('Petaling Street', 1552.6844816330274), ('Menara Kuala Lumpur', 1491.3960962376648), ('Menara 106', 1117.6758073264543), ('Changkat Bukit Bintang', 1287.2785636975896), ('Sultan Abdul Samad Building', 594.6979108381206), ('KL Forest Eco Park', 1257.4954565329706), ('TRX Exchange Tower', 1142.8402650612493), ('Aquaria KLCC', 1535.8915253782968), ('Pavilion Kuala Lumpur', 1414.865324337061), ('TRX Exchange Tower', 375.0200645570488), ('Aquaria KLCC', 1171.4972128481481), ('KL Forest Eco Park', 657.0581953745215), ('Menara Kuala Lumpur', 505.52703094326324), ('Berjaya Times Square', 1521.7025174713344), ('Sultan Abdul Samad Building', 442.38781777497684), ('National Mosque', 249.79826045868938), ('Pavilion Kuala Lumpur', 1453.6076102186205), ('TRX Exchange Tower', 1881.3126728994487), ('Menara 106', 1966.8107262799792), ('Dataran Merdeka', 1580.504290172664), ('Changkat Bukit Bintang', 1444.6695424173588), ('Muzium Negara', 278.75681276083776), ('KLCC Twin Towers', 1152.0243517664885), ('Istana Negara', 1393.6055860149518), ('Changkat Bukit Bintang', 1497.985984753359), ('KL Forest Eco Park', 1530.96019900296), ('Muzium Negara', 1334.5689090393344), ('National Mosque', 1093.1759770994472), ('Changkat Bukit Bintang', 1598.2766441352942), ('Central Market', 280.45116934255026), ('Menara Kuala Lumpur', 1854.3696440415354), ('Menara 106', 1452.0144577498156), ('Muzium Negara', 1808.813182446308), ('Sultan Abdul Samad Building', 1655.7042964805219), ('KL Forest Eco Park', 593.6095311846465), ('KL Forest Eco Park', 1203.7917456551359), ('KLCC Twin Towers', 1942.1326316461107), ('Menara Kuala Lumpur', 1244.5336642779332), ('Aquaria KLCC', 1944.4176783142273), ('Istana Negara', 379.3925203843415), ('Dataran Merdeka', 1484.5156216970531), ('Pavilion Kuala Lumpur', 1355.2285169728982), ('Central Market', 1557.8773249383007), ('Berjaya Times Square', 1571.8550746293413), ('KLCC Twin Towers', 780.0664196941389), ('Lake Gardens', 1635.431159684325), ('KLCC Twin Towers', 743.7466661110499), ('Petaling Street', 1516.4157752355202), ('Central Market', 581.920663440232), ('Dataran Merdeka', 565.9424209975105), ('Thean Hou Temple', 1878.8886163733562), ('Titiwangsa Lake Gardens', 1959.749365895533), ('Changkat Bukit Bintang', 1879.4744196712331), ('Thean Hou Temple', 1662.174149785226), ('Menara Kuala Lumpur', 995.9909123240659), ('Muzium Negara', 1136.2451400009897), ('Berjaya Times Square', 1878.7758604755127), ('Istana Negara', 1176.623472377797), ('Dataran Merdeka', 519.5003400046335), ('Titiwangsa Lake Gardens', 1424.6305634688515), ('Lake Gardens', 772.6748478002362), ('Pavilion Kuala Lumpur', 1036.9399212741343), ('Petaling Street', 228.87690467866332), ('Thean Hou Temple', 1479.0978031477202), ('Pavilion Kuala Lumpur', 1732.3569180241013), ('Sultan Abdul Samad Building', 1406.229845454948), ('TRX Exchange Tower', 1617.9491333725755)]"
